CustomerID,Recency,Frequency,Monetary,TotalQuantity,UniqueProducts,AverageOrderValue,Cluster,Segment
15204,257,1,316.58,258,9,316.58,1,At-Risk / Low-Value
15205,27,1,476.29999999999995,196,24,476.29999999999995,2,Recent / Potential
15206,45,2,53.10000000000001,18,3,26.550000000000004,1,At-Risk / Low-Value
15208,63,2,323.52,154,16,161.76,1,At-Risk / Low-Value
15210,125,1,331.18,228,20,331.18,1,At-Risk / Low-Value
15211,265,1,383.07,117,23,383.07,1,At-Risk / Low-Value
15212,141,1,101.8,36,5,101.8,1,At-Risk / Low-Value
15213,218,2,328.35,272,22,164.175,1,At-Risk / Low-Value
15214,83,2,651.63,556,46,325.815,0,Regular / Mid-Value
15218,16,8,3865.35,2258,68,483.16875,3,High-Value / Loyal
15219,76,1,305.75,45,9,305.75,1,At-Risk / Low-Value
15220,15,5,1284.05,1137,84,256.81,3,High-Value / Loyal
15221,266,1,403.25,43,5,403.25,1,At-Risk / Low-Value
15222,218,1,585.0,440,5,585.0,1,At-Risk / Low-Value
15223,125,2,755.75,213,14,377.875,0,Regular / Mid-Value
15224,258,2,322.08,152,13,161.04,1,At-Risk / Low-Value
15225,134,1,409.40000000000003,226,23,409.40000000000003,1,At-Risk / Low-Value
15226,210,1,154.41,71,8,154.41,1,At-Risk / Low-Value
15227,115,3,876.8199999999999,589,36,292.2733333333333,0,Regular / Mid-Value
15228,29,3,2224.03,1505,83,741.3433333333334,0,Regular / Mid-Value
15230,139,2,429.6,351,23,214.8,1,At-Risk / Low-Value
15232,13,2,612.06,686,26,306.03,2,Recent / Potential
15234,176,1,197.0,196,14,197.0,1,At-Risk / Low-Value
15235,117,12,2247.51,1324,132,187.29250000000002,3,High-Value / Loyal
15236,198,1,321.05,269,15,321.05,1,At-Risk / Low-Value
15237,103,2,1093.65,798,74,546.825,0,Regular / Mid-Value
15238,84,1,300.14,222,14,300.14,1,At-Risk / Low-Value
15240,91,3,1045.38,755,30,348.46000000000004,0,Regular / Mid-Value
15241,27,6,1344.86,1558,73,224.14333333333332,3,High-Value / Loyal
15244,148,1,297.94,240,15,297.94,1,At-Risk / Low-Value
15245,34,3,2515.84,1784,55,838.6133333333333,0,Regular / Mid-Value
15246,138,2,514.15,247,32,257.075,1,At-Risk / Low-Value
15247,22,1,356.0,160,6,356.0,2,Recent / Potential
15249,7,10,5357.03,2922,178,535.703,3,High-Value / Loyal
15251,6,7,7452.12,4576,67,1064.5885714285714,3,High-Value / Loyal
15252,83,1,300.55,99,14,300.55,1,At-Risk / Low-Value
15253,69,1,173.85,211,12,173.85,1,At-Risk / Low-Value
15254,27,1,300.36,275,18,300.36,2,Recent / Potential
15256,48,1,98.45,55,6,98.45,1,At-Risk / Low-Value
15257,183,1,317.15,46,7,317.15,1,At-Risk / Low-Value
15258,68,2,623.16,142,32,311.58,0,Regular / Mid-Value
15260,0,7,1810.77,885,62,258.68142857142857,3,High-Value / Loyal
15261,35,1,254.82,270,19,254.82,1,At-Risk / Low-Value
15262,223,1,178.95000000000002,73,10,178.95000000000002,1,At-Risk / Low-Value
15263,6,1,156.51,89,12,156.51,2,Recent / Potential
15265,51,2,1506.1200000000001,612,76,753.0600000000001,0,Regular / Mid-Value
15266,238,1,119.3,18,6,119.3,1,At-Risk / Low-Value
15267,55,2,1407.76,704,7,703.88,0,Regular / Mid-Value
15270,17,5,1850.29,1017,21,370.058,3,High-Value / Loyal
15271,16,9,1372.34,716,103,152.48222222222222,3,High-Value / Loyal
15279,254,1,290.51,189,19,290.51,1,At-Risk / Low-Value
15280,72,1,113.12,154,16,113.12,1,At-Risk / Low-Value
15281,36,8,2191.78,1128,113,273.9725,3,High-Value / Loyal
15288,55,4,2006.3600000000001,721,74,501.59000000000003,0,Regular / Mid-Value
15289,37,2,697.98,768,41,348.99,0,Regular / Mid-Value
15290,3,12,3392.5899999999997,1723,51,282.7158333333333,3,High-Value / Loyal
15291,72,11,3306.27,1166,57,300.57,3,High-Value / Loyal
15292,101,1,180.94,56,24,180.94,1,At-Risk / Low-Value
15296,9,5,2599.49,1275,118,519.8979999999999,3,High-Value / Loyal
15298,42,6,2767.2,1685,71,461.2,3,High-Value / Loyal
15299,64,5,3035.01,2578,5,607.0020000000001,0,Regular / Mid-Value
15301,13,9,3747.8,2022,130,416.4222222222222,3,High-Value / Loyal
15303,190,1,574.02,248,31,574.02,1,At-Risk / Low-Value
15304,64,6,491.90000000000003,74,8,81.98333333333333,0,Regular / Mid-Value
15306,48,1,344.62,278,17,344.62,1,At-Risk / Low-Value
15308,174,1,310.47,175,19,310.47,1,At-Risk / Low-Value
15311,12,63,45131.27,28863,466,716.369365079365,3,High-Value / Loyal
15312,3,3,794.8,410,33,264.93333333333334,2,Recent / Potential
15313,10,1,52.0,25,1,52.0,2,Recent / Potential
15314,99,1,327.97,313,24,327.97,1,At-Risk / Low-Value
15315,16,1,233.54,262,16,233.54,2,Recent / Potential
15316,226,1,165.0,100,1,165.0,1,At-Risk / Low-Value
15319,183,1,204.5,175,16,204.5,1,At-Risk / Low-Value
15321,191,1,1159.47,545,38,1159.47,0,Regular / Mid-Value
15325,3,1,162.29,232,47,162.29,2,Recent / Potential
15326,233,1,311.71,386,29,311.71,1,At-Risk / Low-Value
15329,34,2,754.0,386,42,377.0,0,Regular / Mid-Value
15332,266,4,1661.06,652,29,415.265,0,Regular / Mid-Value
15333,108,1,1028.56,344,16,1028.56,0,Regular / Mid-Value
15334,56,3,351.67,274,67,117.22333333333334,0,Regular / Mid-Value
15339,218,1,257.9,159,40,257.9,1,At-Risk / Low-Value
15342,29,1,406.09,283,24,406.09,2,Recent / Potential
15346,232,1,252.42000000000002,144,17,252.42000000000002,1,At-Risk / Low-Value
15347,266,1,201.60000000000002,130,5,201.60000000000002,1,At-Risk / Low-Value
15349,58,2,473.81,327,65,236.905,0,Regular / Mid-Value
15350,273,1,115.65,51,5,115.65,1,At-Risk / Low-Value
15351,269,1,274.67,129,49,274.67,1,At-Risk / Low-Value
15353,154,2,777.02,343,59,388.51,0,Regular / Mid-Value
15356,5,8,2279.64,1385,201,284.955,3,High-Value / Loyal
15358,20,15,5639.81,4933,240,375.98733333333337,3,High-Value / Loyal
15361,261,1,418.92,336,7,418.92,1,At-Risk / Low-Value
15363,272,1,326.0,144,16,326.0,1,At-Risk / Low-Value
15364,154,1,331.80000000000007,84,3,331.80000000000007,1,At-Risk / Low-Value
15365,215,1,208.61,85,12,208.61,1,At-Risk / Low-Value
15366,258,1,105.54,61,8,105.54,1,At-Risk / Low-Value
15367,145,2,1416.18,750,65,708.09,0,Regular / Mid-Value
15370,41,4,1513.46,611,54,378.365,0,Regular / Mid-Value
15372,37,1,2007.3999999999999,2924,27,2007.3999999999999,0,Regular / Mid-Value
15373,15,9,1686.9,354,65,187.43333333333334,3,High-Value / Loyal
15374,28,1,168.0,126,3,168.0,1,At-Risk / Low-Value
15376,17,2,989.02,537,94,494.51,2,Recent / Potential
15379,69,7,3703.29,2305,145,529.0414285714286,3,High-Value / Loyal
15380,41,2,582.5600000000001,216,17,291.28000000000003,0,Regular / Mid-Value
15381,113,2,596.85,171,8,298.425,0,Regular / Mid-Value
15382,84,4,2127.12,1628,97,531.78,0,Regular / Mid-Value
15384,69,2,642.41,596,34,321.205,0,Regular / Mid-Value
15386,86,1,394.14,446,31,394.14,1,At-Risk / Low-Value
15388,170,1,140.54,88,10,140.54,1,At-Risk / Low-Value
15389,72,1,500.0,400,1,500.0,1,At-Risk / Low-Value
15392,260,1,338.98,402,19,338.98,1,At-Risk / Low-Value
15393,181,1,124.10000000000001,94,8,124.10000000000001,1,At-Risk / Low-Value
15394,104,2,1436.44,546,44,718.22,0,Regular / Mid-Value
15395,225,1,107.45,17,7,107.45,1,At-Risk / Low-Value
15396,12,1,288.18,122,14,288.18,2,Recent / Potential
15397,189,1,94.0,20,6,94.0,1,At-Risk / Low-Value
15400,13,4,611.2,340,9,152.8,2,Recent / Potential
15402,48,2,626.77,694,35,313.385,0,Regular / Mid-Value
15405,89,1,349.1,193,8,349.1,1,At-Risk / Low-Value
15406,201,1,252.29,130,42,252.29,1,At-Risk / Low-Value
15407,83,3,740.73,329,62,246.91,0,Regular / Mid-Value
15408,164,1,267.18,106,34,267.18,1,At-Risk / Low-Value
15410,29,6,2702.67,937,43,450.445,3,High-Value / Loyal
15411,24,2,382.21,155,22,191.105,2,Recent / Potential
15412,71,1,190.53,108,10,190.53,1,At-Risk / Low-Value
15414,142,1,36.2,12,5,36.2,1,At-Risk / Low-Value
15415,213,1,572.8100000000001,575,46,572.8100000000001,1,At-Risk / Low-Value
15416,55,3,3144.33,1698,135,1048.11,0,Regular / Mid-Value
15421,115,3,739.36,379,35,246.45333333333335,0,Regular / Mid-Value
15422,223,2,97.7,38,6,48.85,1,At-Risk / Low-Value
15424,154,2,383.34,554,17,191.67,1,At-Risk / Low-Value
15426,157,2,662.98,265,101,331.49,0,Regular / Mid-Value
15433,113,2,533.3,534,40,266.65,0,Regular / Mid-Value
15434,7,3,587.28,479,32,195.76,2,Recent / Potential
15436,134,1,489.05,251,124,489.05,1,At-Risk / Low-Value
15437,162,1,200.16,79,44,200.16,1,At-Risk / Low-Value
15438,31,1,156.57999999999998,59,25,156.57999999999998,1,At-Risk / Low-Value
15440,36,2,237.66,125,25,118.83,2,Recent / Potential
15442,148,1,594.0,120,2,594.0,1,At-Risk / Low-Value
15443,9,2,684.8,347,72,342.4,2,Recent / Potential
15445,164,1,113.5,58,5,113.5,1,At-Risk / Low-Value
15447,230,1,155.17,85,9,155.17,1,At-Risk / Low-Value
15448,212,1,494.64,232,28,494.64,1,At-Risk / Low-Value
15449,85,2,647.7,516,30,323.85,0,Regular / Mid-Value
15452,164,1,247.25,137,36,247.25,1,At-Risk / Low-Value
15453,31,3,485.01,265,77,161.67,2,Recent / Potential
15454,262,1,179.1,86,23,179.1,1,At-Risk / Low-Value
15456,183,3,447.22,660,48,149.07333333333335,0,Regular / Mid-Value
15457,162,1,237.07,132,56,237.07,1,At-Risk / Low-Value
15460,254,1,216.76,109,53,216.76,1,At-Risk / Low-Value
15462,43,2,169.8,124,7,84.9,1,At-Risk / Low-Value
15464,238,1,1048.85,350,155,1048.85,1,At-Risk / Low-Value
15465,38,15,5992.129999999999,906,38,399.47533333333325,3,High-Value / Loyal
15467,45,2,402.56,235,36,201.28,0,Regular / Mid-Value
15469,20,1,304.3,128,16,304.3,2,Recent / Potential
15472,13,1,371.56,251,76,371.56,2,Recent / Potential
15480,16,1,905.5,303,45,905.5,2,Recent / Potential
15482,65,4,2103.5,691,17,525.875,0,Regular / Mid-Value
15483,61,4,233.81,295,74,58.4525,0,Regular / Mid-Value
15485,236,2,1278.63,603,33,639.315,0,Regular / Mid-Value
15489,111,1,348.26,220,23,348.26,1,At-Risk / Low-Value
15491,0,5,2800.9300000000003,1490,108,560.186,3,High-Value / Loyal
15493,49,3,1318.75,362,126,439.5833333333333,0,Regular / Mid-Value
15494,21,1,1127.38,1077,87,1127.38,2,Recent / Potential
15497,219,1,970.6,528,10,970.6,1,At-Risk / Low-Value
15498,20,19,9126.37,4525,288,480.33526315789476,3,High-Value / Loyal
15502,23,5,5955.53,3761,148,1191.106,3,High-Value / Loyal
15503,262,1,147.09,74,66,147.09,1,At-Risk / Low-Value
15505,13,3,2091.14,964,36,697.0466666666666,2,Recent / Potential
15506,38,1,209.35,146,45,209.35,1,At-Risk / Low-Value
15507,71,1,492.36,162,41,492.36,1,At-Risk / Low-Value
15508,89,6,1000.27,440,78,166.71166666666667,0,Regular / Mid-Value
15510,230,1,250.0,2,1,250.0,1,At-Risk / Low-Value
15512,55,2,121.0,68,7,60.5,1,At-Risk / Low-Value
15513,6,15,8928.87,3717,145,595.258,3,High-Value / Loyal
15514,125,6,2561.94,1216,50,426.99,0,Regular / Mid-Value
15517,133,1,267.03,293,27,267.03,1,At-Risk / Low-Value
15518,24,7,1624.76,1127,125,232.10857142857142,3,High-Value / Loyal
15521,48,5,2116.98,1366,112,423.396,0,Regular / Mid-Value
15525,273,1,313.93,124,44,313.93,1,At-Risk / Low-Value
15527,44,5,1330.79,509,68,266.158,0,Regular / Mid-Value
15528,154,1,229.33,123,26,229.33,1,At-Risk / Low-Value
15529,42,8,2399.08,2038,280,299.885,3,High-Value / Loyal
15530,49,3,1168.73,666,77,389.57666666666665,0,Regular / Mid-Value
15532,31,3,1225.79,375,165,408.59666666666664,0,Regular / Mid-Value
15535,73,4,536.4,143,55,134.1,0,Regular / Mid-Value
15537,63,1,110.92,29,24,110.92,1,At-Risk / Low-Value
15541,14,1,85.13000000000001,49,29,85.13000000000001,2,Recent / Potential
15543,188,1,127.86,86,26,127.86,1,At-Risk / Low-Value
15544,19,7,2772.37,2212,95,396.05285714285714,3,High-Value / Loyal
15545,271,1,135.32999999999998,75,31,135.32999999999998,1,At-Risk / Low-Value
15547,10,8,2770.71,1846,236,346.33875,3,High-Value / Loyal
15549,57,2,1631.68,660,94,815.84,0,Regular / Mid-Value
15550,6,3,433.28,252,36,144.42666666666665,2,Recent / Potential
15552,117,1,90.12,60,17,90.12,1,At-Risk / Low-Value
15554,177,1,217.2,74,14,217.2,1,At-Risk / Low-Value
15555,3,10,2819.94,2440,260,281.994,3,High-Value / Loyal
15561,49,3,449.66999999999996,95,16,149.89,0,Regular / Mid-Value
15562,251,1,134.55,39,1,134.55,1,At-Risk / Low-Value
15563,100,2,735.62,742,55,367.81,0,Regular / Mid-Value
15569,3,5,1375.71,666,27,275.142,3,High-Value / Loyal
15570,41,9,2826.68,1139,184,314.0755555555555,3,High-Value / Loyal
15572,9,4,1555.29,689,109,388.8225,2,Recent / Potential
15574,77,4,702.25,349,131,175.5625,0,Regular / Mid-Value
15577,51,3,258.88,89,39,86.29333333333334,0,Regular / Mid-Value
15578,62,1,127.1,52,13,127.1,1,At-Risk / Low-Value
15579,213,1,199.6,56,25,199.6,1,At-Risk / Low-Value
15581,20,13,3679.9700000000003,286,134,283.0746153846154,3,High-Value / Loyal
15582,0,2,541.51,407,33,270.755,2,Recent / Potential
15584,62,1,154.65,49,35,154.65,1,At-Risk / Low-Value
15585,76,1,455.3,320,31,455.3,1,At-Risk / Low-Value
15587,42,2,456.84,156,3,228.42,0,Regular / Mid-Value
15589,155,3,478.53000000000003,243,28,159.51000000000002,0,Regular / Mid-Value
15594,134,1,267.91,145,15,267.91,1,At-Risk / Low-Value
15596,0,5,1406.59,561,51,281.318,3,High-Value / Loyal
15599,104,1,448.83,361,29,448.83,1,At-Risk / Low-Value
15601,22,11,5585.46,4003,200,507.7690909090909,3,High-Value / Loyal
15602,100,5,542.95,345,12,108.59,0,Regular / Mid-Value
15605,152,3,690.1800000000001,266,37,230.06000000000003,0,Regular / Mid-Value
15606,19,8,2439.38,762,42,304.9225,3,High-Value / Loyal
15607,236,1,104.76,202,13,104.76,1,At-Risk / Low-Value
15608,20,1,285.68,230,18,285.68,2,Recent / Potential
15609,84,1,298.48,148,16,298.48,1,At-Risk / Low-Value
15611,3,8,947.1400000000001,257,17,118.39250000000001,3,High-Value / Loyal
15615,5,19,7367.85,3837,153,387.7815789473684,3,High-Value / Loyal
15618,36,1,222.831,100,12,222.831,1,At-Risk / Low-Value
15620,120,2,875.01,600,59,437.505,0,Regular / Mid-Value
15622,97,5,2602.0,1225,127,520.4,0,Regular / Mid-Value
15623,41,1,301.03,125,19,301.03,1,At-Risk / Low-Value
15624,16,4,588.13,357,26,147.0325,2,Recent / Potential
15625,3,4,1534.26,1188,44,383.565,2,Recent / Potential
15626,229,1,281.88,312,20,281.88,1,At-Risk / Low-Value
15628,28,4,1313.55,861,53,328.3875,0,Regular / Mid-Value
15630,104,1,396.86,280,21,396.86,1,At-Risk / Low-Value
15632,21,6,2351.84,1304,76,391.97333333333336,3,High-Value / Loyal
15636,182,1,306.7,82,8,306.7,1,At-Risk / Low-Value
15639,34,1,425.32,323,25,425.32,2,Recent / Potential
15640,21,11,8919.34,4895,193,810.8490909090909,3,High-Value / Loyal
15641,5,4,1887.2,1562,102,471.8,2,Recent / Potential
15643,91,3,664.0,246,31,221.33333333333334,0,Regular / Mid-Value
15644,66,4,813.0,557,166,203.25,0,Regular / Mid-Value
15646,57,3,447.64000000000004,394,35,149.21333333333334,0,Regular / Mid-Value
15648,104,2,657.35,221,23,328.675,0,Regular / Mid-Value
15649,236,2,816.0,192,1,408.0,0,Regular / Mid-Value
15651,160,1,227.32,238,16,227.32,1,At-Risk / Low-Value
15653,15,1,48.0,48,4,48.0,2,Recent / Potential
15655,143,1,560.67,324,34,560.67,1,At-Risk / Low-Value
15656,78,3,563.63,202,34,187.87666666666667,0,Regular / Mid-Value
15658,90,5,1024.1000000000001,242,40,204.82000000000002,0,Regular / Mid-Value
15660,35,6,884.34,578,35,147.39000000000001,0,Regular / Mid-Value
15661,217,2,309.8,236,4,154.9,1,At-Risk / Low-Value
15663,6,1,138.14,106,9,138.14,2,Recent / Potential
15665,68,2,2242.01,1666,92,1121.005,0,Regular / Mid-Value
15668,117,1,76.32000000000001,72,1,76.32000000000001,1,At-Risk / Low-Value
15669,3,3,565.54,262,29,188.51333333333332,2,Recent / Potential
15670,196,1,173.05,91,12,173.05,1,At-Risk / Low-Value
15671,26,4,1334.49,801,44,333.6225,0,Regular / Mid-Value
15673,56,3,2104.39,1064,82,701.4633333333333,0,Regular / Mid-Value
15674,113,4,1379.66,626,39,344.915,0,Regular / Mid-Value
15675,55,2,225.39,485,16,112.695,1,At-Risk / Low-Value
15676,183,1,897.8,555,61,897.8,1,At-Risk / Low-Value
15679,54,2,260.26,398,18,130.13,1,At-Risk / Low-Value
15680,266,1,478.89,331,30,478.89,1,At-Risk / Low-Value
15681,83,3,703.22,450,22,234.40666666666667,0,Regular / Mid-Value
15683,17,1,193.75,131,10,193.75,2,Recent / Potential
15687,86,5,1679.45,657,69,335.89,0,Regular / Mid-Value
15689,19,2,254.1,84,8,127.05,2,Recent / Potential
15690,0,1,111.0,204,8,111.0,2,Recent / Potential
15691,152,1,136.8,72,2,136.8,1,At-Risk / Low-Value
15694,76,9,3305.78,739,23,367.30888888888893,3,High-Value / Loyal
15695,166,2,409.98,212,22,204.99,1,At-Risk / Low-Value
15696,120,6,1637.9,718,89,272.98333333333335,0,Regular / Mid-Value
15700,72,2,696.68,357,85,348.34,0,Regular / Mid-Value
15701,10,1,857.0,479,119,857.0,2,Recent / Potential
15703,164,1,211.5,66,5,211.5,1,At-Risk / Low-Value
15704,40,4,2293.62,1028,79,573.405,0,Regular / Mid-Value
15705,101,1,143.1,62,6,143.1,1,At-Risk / Low-Value
15706,16,1,450.05,160,29,450.05,2,Recent / Potential
15708,38,6,2700.43,1037,103,450.07166666666666,3,High-Value / Loyal
15709,183,1,133.25,121,6,133.25,1,At-Risk / Low-Value
15712,9,3,766.3100000000001,371,32,255.4366666666667,2,Recent / Potential
15713,43,2,356.7,150,18,178.35,0,Regular / Mid-Value
15716,45,4,1118.81,744,101,279.7025,0,Regular / Mid-Value
15717,134,1,150.3,70,7,150.3,1,At-Risk / Low-Value
15719,26,10,3553.5,1927,252,355.35,3,High-Value / Loyal
15722,8,3,1424.8,593,32,474.93333333333334,2,Recent / Potential
15723,264,1,203.1,87,37,203.1,1,At-Risk / Low-Value
15724,101,2,218.25,73,11,109.125,1,At-Risk / Low-Value
15727,7,6,4609.29,2627,191,768.215,3,High-Value / Loyal
15729,112,1,85.0,28,5,85.0,1,At-Risk / Low-Value
15730,106,1,467.43,314,29,467.43,1,At-Risk / Low-Value
15732,112,2,294.12,215,13,147.06,1,At-Risk / Low-Value
15733,182,1,162.3,62,10,162.3,1,At-Risk / Low-Value
15734,14,2,1339.45,346,25,669.725,2,Recent / Potential
15737,47,5,897.9300000000001,445,43,179.586,0,Regular / Mid-Value
15738,9,12,3558.4100000000003,2177,42,296.5341666666667,3,High-Value / Loyal
15743,13,2,434.05,119,31,217.025,2,Recent / Potential
15745,136,1,302.85,127,18,302.85,1,At-Risk / Low-Value
15746,34,1,196.88,178,28,196.88,1,At-Risk / Low-Value
15747,20,2,549.47,293,26,274.735,2,Recent / Potential
15749,135,3,44534.3,18028,5,14844.766666666668,0,Regular / Mid-Value
15750,70,4,1109.83,1054,125,277.4575,0,Regular / Mid-Value
15752,15,5,1623.63,1335,178,324.726,3,High-Value / Loyal
15753,204,1,79.2,144,1,79.2,1,At-Risk / Low-Value
15754,146,1,91.8,36,6,91.8,1,At-Risk / Low-Value
15755,8,3,1144.83,624,65,381.60999999999996,2,Recent / Potential
15756,52,3,364.84,167,118,121.61333333333333,0,Regular / Mid-Value
15757,117,1,261.36,167,16,261.36,1,At-Risk / Low-Value
15759,118,3,253.04,60,5,84.34666666666666,1,At-Risk / Low-Value
15764,7,5,3276.62,2048,150,655.324,3,High-Value / Loyal
15768,15,3,621.8299999999999,244,23,207.27666666666664,2,Recent / Potential
15769,1,19,41863.72,22140,19,2203.3536842105264,3,High-Value / Loyal
15775,145,1,104.9,68,7,104.9,1,At-Risk / Low-Value
15776,33,1,241.62,138,18,241.62,1,At-Risk / Low-Value
15777,141,4,1047.11,378,18,261.7775,0,Regular / Mid-Value
15780,83,3,475.28000000000003,220,26,158.42666666666668,0,Regular / Mid-Value
15781,37,2,211.3,66,11,105.65,2,Recent / Potential
15785,57,4,1665.83,1011,41,416.4575,0,Regular / Mid-Value
15786,14,1,3160.84,2310,165,3160.84,2,Recent / Potential
15789,258,1,351.3,438,25,351.3,1,At-Risk / Low-Value
15791,104,1,1223.24,558,54,1223.24,0,Regular / Mid-Value
15793,168,1,306.64,192,3,306.64,1,At-Risk / Low-Value
15795,49,1,610.01,581,42,610.01,1,At-Risk / Low-Value
15796,9,5,1575.72,529,59,315.144,3,High-Value / Loyal
15797,13,4,2207.4,873,8,551.85,3,High-Value / Loyal
15799,85,2,481.24,539,37,240.62,0,Regular / Mid-Value
15800,7,2,699.08,335,116,349.54,2,Recent / Potential
15801,9,1,137.22,70,9,137.22,2,Recent / Potential
15802,42,1,451.42,1,1,451.42,1,At-Risk / Low-Value
15804,8,4,2076.91,1101,103,519.2275,3,High-Value / Loyal
15805,6,11,3568.0,2283,150,324.3636363636364,3,High-Value / Loyal
15806,57,2,521.88,413,19,260.94,0,Regular / Mid-Value
15808,206,4,3734.9700000000003,1343,142,933.7425000000001,0,Regular / Mid-Value
15809,84,4,399.21,251,24,99.8025,0,Regular / Mid-Value
15810,70,3,1361.19,856,64,453.73,0,Regular / Mid-Value
15811,5,5,1773.8,760,89,354.76,3,High-Value / Loyal
15812,7,5,1801.14,922,36,360.228,3,High-Value / Loyal
15813,107,2,1303.9099999999999,603,40,651.9549999999999,0,Regular / Mid-Value
15815,40,4,1874.7,1514,24,468.675,0,Regular / Mid-Value
15819,31,3,1585.47,1139,83,528.49,0,Regular / Mid-Value
15820,219,1,206.98,128,17,206.98,1,At-Risk / Low-Value
15822,259,1,440.2,160,16,440.2,1,At-Risk / Low-Value
15823,272,1,15.0,1,1,15.0,1,At-Risk / Low-Value
15825,72,1,532.94,220,20,532.94,1,At-Risk / Low-Value
15826,110,1,720.0,488,28,720.0,1,At-Risk / Low-Value
15827,14,13,1598.16,749,60,122.93538461538462,3,High-Value / Loyal
15829,40,1,325.44,420,26,325.44,1,At-Risk / Low-Value
15831,24,2,451.11,687,22,225.555,2,Recent / Potential
15832,154,1,836.79,465,54,836.79,1,At-Risk / Low-Value
15834,65,3,1791.82,681,176,597.2733333333333,0,Regular / Mid-Value
15835,37,3,675.51,333,32,225.17,0,Regular / Mid-Value
15838,8,12,14153.5,7998,51,1179.4583333333333,3,High-Value / Loyal
15839,48,1,299.18,234,20,299.18,1,At-Risk / Low-Value
15840,72,1,241.74,256,17,241.74,1,At-Risk / Low-Value
15841,118,2,613.26,366,19,306.63,0,Regular / Mid-Value
15843,203,1,118.95000000000002,27,8,118.95000000000002,1,At-Risk / Low-Value
15845,44,5,2526.76,1378,73,505.35200000000003,0,Regular / Mid-Value
15847,188,1,180.68,348,9,180.68,1,At-Risk / Low-Value
15850,68,1,118.88,242,41,118.88,1,At-Risk / Low-Value
15852,86,2,160.71,48,22,80.355,1,At-Risk / Low-Value
15854,40,9,2393.69,744,70,265.96555555555557,3,High-Value / Loyal
15855,36,5,712.24,470,59,142.448,0,Regular / Mid-Value
15856,0,15,10098.45,6784,245,673.23,3,High-Value / Loyal
15858,189,2,816.22,725,91,408.11,0,Regular / Mid-Value
15860,24,5,654.28,273,62,130.856,0,Regular / Mid-Value
15861,34,3,1130.0,876,174,376.6666666666667,0,Regular / Mid-Value
15862,12,3,659.73,499,98,219.91,2,Recent / Potential
15863,92,1,9.2,2,2,9.2,1,At-Risk / Low-Value
15864,77,2,414.26,206,7,207.13,1,At-Risk / Low-Value
15865,113,1,313.93,178,16,313.93,1,At-Risk / Low-Value
15866,1,1,230.53,126,43,230.53,2,Recent / Potential
15867,13,12,2949.91,1487,253,245.82583333333332,3,High-Value / Loyal
15869,177,2,149.64,175,13,74.82,1,At-Risk / Low-Value
15874,77,6,2207.75,1065,79,367.9583333333333,0,Regular / Mid-Value
15880,269,1,343.28000000000003,211,95,343.28000000000003,1,At-Risk / Low-Value
15881,212,5,501.39000000000004,260,26,100.278,0,Regular / Mid-Value
15882,98,4,516.36,276,23,129.09,0,Regular / Mid-Value
15885,209,1,15.0,1,1,15.0,1,At-Risk / Low-Value
15889,56,2,446.87,215,79,223.435,0,Regular / Mid-Value
15891,126,1,524.52,442,60,524.52,1,At-Risk / Low-Value
15894,153,2,263.55,168,35,131.775,1,At-Risk / Low-Value
15895,49,1,179.17,94,11,179.17,1,At-Risk / Low-Value
15897,94,2,222.05,261,17,111.025,1,At-Risk / Low-Value
15898,126,4,1002.99,424,67,250.7475,0,Regular / Mid-Value
15899,268,1,56.25,39,4,56.25,1,At-Risk / Low-Value
15901,54,1,110.49,209,24,110.49,1,At-Risk / Low-Value
15903,127,2,641.6400000000001,676,19,320.82000000000005,0,Regular / Mid-Value
15906,44,4,797.71,242,56,199.4275,0,Regular / Mid-Value
15907,76,2,529.52,256,93,264.76,0,Regular / Mid-Value
15909,73,1,191.94,98,7,191.94,1,At-Risk / Low-Value
15910,107,4,550.61,431,117,137.6525,0,Regular / Mid-Value
15912,78,2,264.62,185,19,132.31,1,At-Risk / Low-Value
15916,91,5,848.53,395,64,169.706,0,Regular / Mid-Value
15917,147,1,123.1,42,12,123.1,1,At-Risk / Low-Value
15918,90,2,334.23,153,33,167.115,1,At-Risk / Low-Value
15919,268,1,270.72,242,38,270.72,1,At-Risk / Low-Value
15920,54,4,167.5,99,53,41.875,0,Regular / Mid-Value
15921,72,1,336.03000000000003,166,24,336.03000000000003,1,At-Risk / Low-Value
15922,273,1,369.5,138,11,369.5,1,At-Risk / Low-Value
15923,272,1,127.08,122,21,127.08,1,At-Risk / Low-Value
15925,94,1,207.15,93,12,207.15,1,At-Risk / Low-Value
15932,7,6,1885.95,1509,65,314.325,3,High-Value / Loyal
15935,139,2,416.86,115,12,208.43,1,At-Risk / Low-Value
15938,12,5,404.58,240,13,80.916,2,Recent / Potential
15939,7,14,5860.25,4572,28,418.5892857142857,3,High-Value / Loyal
15940,211,1,35.8,4,1,35.8,1,At-Risk / Low-Value
15942,33,1,337.44,232,14,337.44,2,Recent / Potential
15944,176,1,325.1,50,6,325.1,1,At-Risk / Low-Value
15945,265,1,181.0,52,2,181.0,1,At-Risk / Low-Value
15950,6,2,1091.38,445,66,545.69,2,Recent / Potential
15951,185,1,375.16999999999996,174,22,375.16999999999996,1,At-Risk / Low-Value
15952,59,2,327.8,144,25,163.9,1,At-Risk / Low-Value
15953,111,4,826.14,451,29,206.535,0,Regular / Mid-Value
15955,6,8,2463.65,1103,68,307.95625,3,High-Value / Loyal
